Time (s/500) - 0,0005	Newton - 0,0005	Time (s/500) - 0,005	Newton - 0,005	Time (s/500) - 0,05	Newton - 0,05	Time (s/500) - 0,5	Newton - 0,5	Time (s/500) - Plot 4	Newton - Plot 4	Time (s/500) - Plot 5	Newton - Plot 5	Time (s/500) - Plot 6	Newton - Plot 6	Time (s/500) - Plot 7	Newton - Plot 7	Time (s/500) - Plot 8	Newton - Plot 8	Time (s/500) - Plot 9	Newton - Plot 9	Time (s/500) - Plot 10	Newton - Plot 10	Time (s/500) - Plot 11	Newton - Plot 11	Time (s/500) - Plot 12	Newton - Plot 12	Time (s/500) - Plot 13	Newton - Plot 13	
5748	4,74601	5748	5,21412	5748	3,20023	5748	5,6759	5748	1,67454	5748	5,41195	5748	3,79634	5748	2,01806	5748	1,74801	5748	1,61527	5748	1,97891	5748	4,79868	5748	5,12952	5748	2,33664	
5749	4,69496	5749	5,25889	5749	3,15977	5749	5,68134	5749	1,69781	5749	5,39221	5749	3,83974	5749	1,9926	5749	1,75656	5749	1,61199	5749	2,01287	5749	4,83501	5749	5,1707	5749	2,2942	
5750	4,64243	5750	5,30025	5750	3,11411	5750	5,68666	5750	1,71887	5750	5,37804	5750	3,88179	5750	1,9654	5750	1,76105	5750	1,61304	5750	2,04905	5750	4,87268	5750	5,21288	5750	2,25197	
5751	4,58812	5751	5,34148	5751	3,07144	5751	5,6888	5751	1,74192	5751	5,35578	5751	3,9217	5751	1,93881	5751	1,76618	5751	1,61334	5751	2,08373	5751	4,90988	5751	5,2529	5751	2,20985	
5752	4,53518	5752	5,37974	5752	3,02722	5752	5,69013	5752	1,76378	5752	5,33958	5752	3,96151	5752	1,91194	5752	1,77087	5752	1,61533	5752	2,12206	5752	4,94519	5752	5,28759	5752	2,162	
5753	4,48533	5753	5,41876	5753	2,98735	5753	5,69164	5753	1,79227	5753	5,31831	5753	3,99791	5753	1,88897	5753	1,77635	5753	1,61771	5753	2,16095	5753	4,97543	5753	5,32226	5753	2,11765	
5754	4,43433	5754	5,45327	5754	2,94508	5754	5,69446	5754	1,81669	5754	5,29493	5754	4,03317	5754	1,86421	5754	1,78579	5754	1,62586	5754	2,1991	5754	5,00712	5754	5,35896	5754	2,07592	
5755	4,37758	5755	5,49048	5755	2,90386	5755	5,6959	5755	1,8411	5755	5,27477	5755	4,07119	5755	1,83951	5755	1,78937	5755	1,62973	5755	2,23564	5755	5,03486	5755	5,39849	5755	2,03422	
5756	4,32315	5756	5,5277	5756	2,85903	5756	5,69659	5756	1,86581	5756	5,2501	5756	4,11145	5756	1,81565	5756	1,79415	5756	1,63379	5756	2,2816	5756	5,05985	5756	5,42816	5756	1,99256	
5757	4,27424	5757	5,56218	5757	2,81172	5757	5,69708	5757	1,90056	5757	5,22845	5757	4,15061	5757	1,78874	5757	1,7963	5757	1,63858	5757	2,32436	5757	5,08717	5757	5,45746	5757	1,94913	
5758	4,22146	5758	5,59443	5758	2,7673	5758	5,69916	5758	1,92846	5758	5,20314	5758	4,19136	5758	1,76673	5758	1,80404	5758	1,64653	5758	2,36853	5758	5,1149	5758	5,4847	5758	1,91755	
5759	4,17002	5759	5,62467	5759	2,71917	5759	5,69524	5759	1,95815	5759	5,17535	5759	4,23103	5759	1,73931	5759	1,80827	5759	1,64873	5759	2,41372	5759	5,14203	5759	5,50809	5759	1,88686	
5760	4,11371	5760	5,65501	5760	2,67756	5760	5,69097	5760	1,98982	5760	5,15072	5760	4,2681	5760	1,72145	5760	1,81665	5760	1,65177	5760	2,45837	5760	5,16712	5760	5,53232	5760	1,85125	
5761	4,05429	5761	5,68169	5761	2,63628	5761	5,67727	5761	2,0263	5761	5,12654	5761	4,30595	5761	1,70695	5761	1,82442	5761	1,65485	5761	2,50498	5761	5,19802	5761	5,55398	5761	1,81785	
5762	3,99916	5762	5,71383	5762	2,58999	5762	5,66395	5762	2,05701	5762	5,09461	5762	4,34616	5762	1,69115	5762	1,83304	5762	1,66213	5762	2,55187	5762	5,22374	5762	5,5789	5762	1,78423	
5763	3,94354	5763	5,74452	5763	2,54772	5763	5,65088	5763	2,09165	5763	5,06657	5763	4,38612	5763	1,68055	5763	1,84531	5763	1,66979	5763	2,59668	5763	5,25379	5763	5,60368	5763	1,75239	
5764	3,89093	5764	5,77352	5764	2,50669	5764	5,63751	5764	2,12967	5764	5,03293	5764	4,42367	5764	1,67127	5764	1,85194	5764	1,6734	5764	2,6435	5764	5,28105	5764	5,62984	5764	1,72314	
5765	3,8296	5765	5,79806	5765	2,46672	5765	5,62099	5765	2,16705	5765	5,0006	5765	4,46309	5765	1,65892	5765	1,86354	5765	1,67732	5765	2,69771	5765	5,30473	5765	5,64835	5765	1,69169	
5766	3,77236	5766	5,82139	5766	2,43415	5766	5,60466	5766	2,20702	5766	4,9646	5766	4,50237	5766	1,64888	5766	1,87564	5766	1,68123	5766	2,74747	5766	5,32681	5766	5,66198	5766	1,66645	
5767	3,71462	5767	5,84557	5767	2,39799	5767	5,59307	5767	2,24678	5767	4,93389	5767	4,53841	5767	1,64719	5767	1,89408	5767	1,68832	5767	2,80075	5767	5,35159	5767	5,67533	5767	1,63745	
5768	3,66001	5768	5,86528	5768	2,35835	5768	5,57862	5768	2,28274	5768	4,89793	5768	4,57776	5768	1,64136	5768	1,91179	5768	1,69696	5768	2,85387	5768	5,37334	5768	5,69222	5768	1,61095	
5769	3,60642	5769	5,88342	5769	2,31594	5769	5,5652	5769	2,31786	5769	4,86367	5769	4,61482	5769	1,64	5769	1,92999	5769	1,70832	5769	2,90178	5769	5,39348	5769	5,70247	5769	1,58349	
5770	3,54879	5770	5,90242	5770	2,27731	5770	5,5453	5770	2,3548	5770	4,82528	5770	4,64706	5770	1,63785	5770	1,94618	5770	1,71821	5770	2,9534	5770	5,41536	5770	5,71379	5770	1,5591	
5771	3,49099	5771	5,9149	5771	2,24184	5771	5,52491	5771	2,39533	5771	4,788	5771	4,68444	5771	1,63368	5771	1,96553	5771	1,72523	5771	3,01148	5771	5,43457	5771	5,72163	5771	1,53833	
5772	3,43947	5772	5,92677	5772	2,21091	5772	5,50801	5772	2,43771	5772	4,75361	5772	4,71972	5772	1,62926	5772	1,99197	5772	1,73053	5772	3,06991	5772	5,45015	5772	5,7242	5772	1,52121	
5773	3,38885	5773	5,93596	5773	2,17577	5773	5,48642	5773	2,48121	5773	4,71299	5773	4,75295	5773	1,62605	5773	2,01782	5773	1,73459	5773	3,12439	5773	5,46269	5773	5,72439	5773	1,50279	
5774	3,33424	5774	5,94009	5774	2,13858	5774	5,46593	5774	2,52379	5774	4,67631	5774	4,78556	5774	1,6272	5774	2,04242	5774	1,73896	5774	3,176	5774	5,47931	5774	5,72406	5774	1,48445	
5775	3,2827	5775	5,9444	5775	2,10496	5775	5,44686	5775	2,56826	5775	4,63708	5775	4,81767	5775	1,62727	5775	2,06913	5775	1,7442	5775	3,23059	5775	5,49384	5775	5,72337	5775	1,46583	
5776	3,23039	5776	5,95084	5776	2,07399	5776	5,42385	5776	2,62073	5776	4,59631	5776	4,85135	5776	1,63066	5776	2,09489	5776	1,75815	5776	3,28467	5776	5,51038	5776	5,72455	5776	1,44881	
5777	3,17984	5777	5,95892	5777	2,04133	5777	5,40418	5777	2,67255	5777	4,55229	5777	4,88208	5777	1,63319	5777	2,12642	5777	1,77367	5777	3,33621	5777	5,51831	5777	5,72352	5777	1,43355	
5778	3,12848	5778	5,96243	5778	2,0125	5778	5,38302	5778	2,71952	5778	4,51604	5778	4,91397	5778	1,62848	5778	2,15484	5778	1,78699	5778	3,38753	5778	5,52975	5778	5,719	5778	1,42188	
5779	3,07858	5779	5,96925	5779	1,97881	5779	5,36168	5779	2,77079	5779	4,48107	5779	4,94705	5779	1,62612	5779	2,18396	5779	1,80029	5779	3,44204	5779	5,54016	5779	5,71633	5779	1,41118	
5780	3,03232	5780	5,97596	5780	1,9506	5780	5,34398	5780	2,82561	5780	4,44388	5780	4,98415	5780	1,62499	5780	2,21493	5780	1,81563	5780	3,49713	5780	5,55027	5780	5,71037	5780	1,40462	
5781	2,98824	5781	5,98079	5781	1,92438	5781	5,32238	5781	2,87742	5781	4,39891	5781	5,01653	5781	1,62169	5781	2,24481	5781	1,83607	5781	3,54981	5781	5,55433	5781	5,71188	5781	1,39797	
5782	2,94329	5782	5,98452	5782	1,89766	5782	5,29874	5782	2,92613	5782	4,35644	5782	5,05027	5782	1,62032	5782	2,27949	5782	1,85985	5782	3,60187	5782	5,56057	5782	5,70597	5782	1,39715	
5783	2,89905	5783	5,99221	5783	1,87012	5783	5,2728	5783	2,97625	5783	4,31958	5783	5,08634	5783	1,61858	5783	2,30906	5783	1,88329	5783	3,65561	5783	5,56525	5783	5,70261	5783	1,38645	
5784	2,85401	5784	5,99797	5784	1,84607	5784	5,24521	5784	3,0257	5784	4,27709	5784	5,11917	5784	1,61953	5784	2,3424	5784	1,90461	5784	3,71645	5784	5,56508	5784	5,69561	5784	1,37893	
5785	2,81174	5785	6,00676	5785	1,82006	5785	5,21881	5785	3,07882	5785	4,23398	5785	5,14924	5785	1,61736	5785	2,37518	5785	1,92655	5785	3,76714	5785	5,56577	5785	5,69551	5785	1,37253	
5786	2,76771	5786	6,01414	5786	1,79646	5786	5,18621	5786	3,13099	5786	4,19706	5786	5,18021	5786	1,61777	5786	2,40663	5786	1,95002	5786	3,82226	5786	5,56705	5786	5,6917	5786	1,36741	
5787	2,72475	5787	6,0216	5787	1,77198	5787	5,15051	5787	3,18006	5787	4,15272	5787	5,21497	5787	1,61533	5787	2,43961	5787	1,97584	5787	3,87564	5787	5,57072	5787	5,68955	5787	1,36338	
5788	2,68152	5788	6,0254	5788	1,74927	5788	5,12129	5788	3,22929	5788	4,10862	5788	5,24397	5788	1,61657	5788	2,47238	5788	2,00322	5788	3,92957	5788	5,56779	5788	5,68785	5788	1,35492	
5789	2,63905	5789	6,02776	5789	1,72588	5789	5,08963	5789	3,27681	5789	4,06726	5789	5,26844	5789	1,61957	5789	2,50474	5789	2,03028	5789	3,97591	5789	5,56819	5789	5,68529	5789	1,35304	
5790	2,59136	5790	6,02589	5790	1,70372	5790	5,05087	5790	3,3296	5790	4,02763	5790	5,29449	5790	1,61952	5790	2,53662	5790	2,05874	5790	4,02875	5790	5,56923	5790	5,68265	5790	1,34684	
5791	2,55065	5791	6,02623	5791	1,68724	5791	5,01676	5791	3,38362	5791	3,98322	5791	5,3248	5791	1,62015	5791	2,57248	5791	2,09009	5791	4,08535	5791	5,56861	5791	5,67723	5791	1,34085	
5792	2,50917	5792	6,02542	5792	1,66682	5792	4,97635	5792	3,43765	5792	3,94267	5792	5,35061	5792	1,62457	5792	2,6144	5792	2,12202	5792	4,1409	5792	5,57003	5792	5,67146	5792	1,32975	
5793	2,46438	5793	6,0261	5793	1,64798	5793	4,93831	5793	3,48968	5793	3,90111	5793	5,37256	5793	1,6298	5793	2,65829	5793	2,15639	5793	4,19117	5793	5,57315	5793	5,66681	5793	1,32658	
5794	2,42114	5794	6,01952	5794	1,63153	5794	4,89953	5794	3,53906	5794	3,86089	5794	5,39812	5794	1,63287	5794	2,69909	5794	2,18985	5794	4,23971	5794	5,57692	5794	5,65981	5794	1,32355	
5795	2,37569	5795	6,01304	5795	1,61583	5795	4,85626	5795	3,59385	5795	3,82138	5795	5,42829	5795	1,63996	5795	2,73748	5795	2,22264	5795	4,29406	5795	5,58199	5795	5,64882	5795	1,32199	
5796	2,33551	5796	6,00542	5796	1,60221	5796	4,81229	5796	3,64729	5796	3,77799	5796	5,44852	5796	1,64373	5796	2,78305	5796	2,25656	5796	4,34642	5796	5,58502	5796	5,63592	5796	1,3185	
5797	2,2915	5797	5,99453	5797	1,59273	5797	4,76954	5797	3,70587	5797	3,73491	5797	5,46711	5797	1,6515	5797	2,8291	5797	2,29059	5797	4,39092	5797	5,58858	5797	5,62696	5797	1,3183	
5798	2,24544	5798	5,98315	5798	1,5881	5798	4,72342	5798	3,76074	5798	3,68692	5798	5,48821	5798	1,66115	5798	2,87495	5798	2,32164	5798	4,43946	5798	5,58908	5798	5,61413	5798	1,31977	
5799	2,20512	5799	5,96851	5799	1,57727	5799	4,67946	5799	3,81653	5799	3,64602	5799	5,50782	5799	1,66615	5799	2,92027	5799	2,35539	5799	4,48459	5799	5,58874	5799	5,60328	5799	1,31414	
5800	2,16775	5800	5,95415	5800	1,57445	5800	4,63091	5800	3,87555	5800	3,60416	5800	5,52651	5800	1,67403	5800	2,96817	5800	2,39139	5800	4,52899	5800	5,58878	5800	5,58858	5800	1,30944	
5801	2,12986	5801	5,93631	5801	1,56771	5801	4,59071	5801	3,92962	5801	3,55804	5801	5,54894	5801	1,68001	5801	3,01214	5801	2,42951	5801	4,57777	5801	5,58948	5801	5,57254	5801	1,30993	
5802	2,09642	5802	5,91884	5802	1,56408	5802	4,55	5802	3,98063	5802	3,50755	5802	5,56638	5802	1,68432	5802	3,05825	5802	2,46369	5802	4,62333	5802	5,58021	5802	5,56194	5802	1,30961	
5803	2,06397	5803	5,89634	5803	1,56575	5803	4,51023	5803	4,03509	5803	3,4661	5803	5,58428	5803	1,6851	5803	3,10708	5803	2,50134	5803	4,66426	5803	5,57748	5803	5,54288	5803	1,3083	
5804	2,03096	5804	5,86853	5804	1,56542	5804	4,46826	5804	4,08941	5804	3,41642	5804	5,60107	5804	1,68735	5804	3,14652	5804	2,53784	5804	4,70649	5804	5,57013	5804	5,51892	5804	1,31026	
5805	1,99415	5805	5,84167	5805	1,56683	5805	4,42799	5805	4,14197	5805	3,37412	5805	5,62048	5805	1,69649	5805	3,18829	5805	2,57667	5805	4,75067	5805	5,55971	5805	5,49515	5805	1,30982	
5806	1,96196	5806	5,81696	5806	1,56789	5806	4,38995	5806	4,18838	5806	3,33075	5806	5,63583	5806	1,70379	5806	3,22932	5806	2,61743	5806	4,79024	5806	5,55071	5806	5,47211	5806	1,31127	
5807	1,92749	5807	5,79558	5807	1,56231	5807	4,34763	5807	4,23702	5807	3,28493	5807	5,64536	5807	1,71288	5807	3,27311	5807	2,65604	5807	4,83258	5807	5,54015	5807	5,45325	5807	1,31153	
5808	1,89621	5808	5,76801	5808	1,56081	5808	4,30365	5808	4,28912	5808	3,23716	5808	5,65967	5808	1,72005	5808	3,31225	5808	2,69894	5808	4,87224	5808	5,52853	5808	5,42864	5808	1,31278	
5809	1,87044	5809	5,74259	5809	1,56169	5809	4,25918	5809	4,34083	5809	3,19141	5809	5,6702	5809	1,72983	5809	3,35238	5809	2,73482	5809	4,90798	5809	5,51734	5809	5,40331	5809	1,31616	
5810	1,84287	5810	5,71686	5810	1,56914	5810	4,21589	5810	4,39483	5810	3,14867	5810	5,68077	5810	1,7322	5810	3,39542	5810	2,77576	5810	4,94812	5810	5,50929	5810	5,38081	5810	1,32007	
5811	1,81868	5811	5,69037	5811	1,56878	5811	4,17194	5811	4,44709	5811	3,11047	5811	5,69236	5811	1,73641	5811	3,44214	5811	2,82162	5811	4,98528	5811	5,495	5811	5,3559	5811	1,32003	
5812	1,79262	5812	5,66622	5812	1,56885	5812	4,12718	5812	4,49262	5812	3,0708	5812	5,69561	5812	1,74538	5812	3,48829	5812	2,86438	5812	5,01981	5812	5,48019	5812	5,33065	5812	1,32269	
5813	1,7653	5813	5,63965	5813	1,56522	5813	4,08228	5813	4,53512	5813	3,02711	5813	5,70464	5813	1,75418	5813	3,52925	5813	2,9091	5813	5,05154	5813	5,4684	5813	5,30902	5813	1,32487	
5814	1,7368	5814	5,60844	5814	1,56245	5814	4,04225	5814	4,57629	5814	2,98795	5814	5,7109	5814	1,76556	5814	3,57021	5814	2,95293	5814	5,0853	5814	5,45445	5814	5,28662	5814	1,32804	
5815	1,7123	5815	5,58045	5815	1,56154	5815	4,00351	5815	4,61903	5815	2,95061	5815	5,71859	5815	1,77858	5815	3,61385	5815	3,00384	5815	5,12096	5815	5,43492	5815	5,26286	5815	1,32815	
5816	1,6883	5816	5,5518	5816	1,56249	5816	3,95617	5816	4,6613	5816	2,91053	5816	5,72716	5816	1,79279	5816	3,65413	5816	3,05352	5816	5,15283	5816	5,41752	5816	5,24101	5816	1,33476	
5817	1,66354	5817	5,52174	5817	1,56146	5817	3,91711	5817	4,69774	5817	2,87086	5817	5,73225	5817	1,80581	5817	3,70099	5817	3,09207	5817	5,18541	5817	5,39999	5817	5,21442	5817	1,3419	
5818	1,63842	5818	5,48963	5818	1,56261	5818	3,87258	5818	4,74143	5818	2,83158	5818	5,73952	5818	1,8221	5818	3,74182	5818	3,13058	5818	5,21972	5818	5,38522	5818	5,18476	5818	1,34708	
5819	1,61963	5819	5,4579	5819	1,56421	5819	3,83193	5819	4,78555	5819	2,78951	5819	5,74224	5819	1,84029	5819	3,78689	5819	3,17411	5819	5,25238	5819	5,36675	5819	5,158	5819	1,35112	
5820	1,59723	5820	5,41977	5820	1,56741	5820	3,7881	5820	4,82409	5820	2,74833	5820	5,74248	5820	1,85843	5820	3,83286	5820	3,22132	5820	5,28299	5820	5,34494	5820	5,12817	5820	1,36172	
5821	1,57571	5821	5,38188	5821	1,565	5821	3,74014	5821	4,85898	5821	2,70917	5821	5,73873	5821	1,88215	5821	3,87811	5821	3,26652	5821	5,30994	5821	5,32489	5821	5,09966	5821	1,37061	
5822	1,556	5822	5,34222	5822	1,57291	5822	3,69502	5822	4,8983	5822	2,66997	5822	5,73504	5822	1,90273	5822	3,92211	5822	3,3124	5822	5,33908	5822	5,30718	5822	5,06198	5822	1,38467	
5823	1,53304	5823	5,29995	5823	1,57894	5823	3,64986	5823	4,93583	5823	2,63431	5823	5,73095	5823	1,9292	5823	3,96245	5823	3,35561	5823	5,3666	5823	5,2886	5823	5,02535	5823	1,39311	
5824	1,5144	5824	5,25895	5824	1,58732	5824	3,61003	5824	4,9745	5824	2,59383	5824	5,72679	5824	1,95813	5824	4,00475	5824	3,39752	5824	5,3961	5824	5,26589	5824	4,9913	5824	1,40617	
5825	1,49807	5825	5,21507	5825	1,59639	5825	3,56343	5825	5,01211	5825	2,55646	5825	5,72085	5825	1,98777	5825	4,04961	5825	3,44354	5825	5,41888	5825	5,24605	5825	4,95187	5825	1,41922	
5826	1,48244	5826	5,1709	5826	1,60359	5826	3,52337	5826	5,0503	5826	2,51866	5826	5,71179	5826	2,01481	5826	4,09197	5826	3,48762	5826	5,44281	5826	5,22593	5826	4,90726	5826	1,43713	
5827	1,46574	5827	5,12152	5827	1,60835	5827	3,4815	5827	5,08444	5827	2,47629	5827	5,70512	5827	2,03941	5827	4,13739	5827	3,53309	5827	5,46526	5827	5,20564	5827	4,86463	5827	1,45562	
5828	1,45018	5828	5,07221	5828	1,61424	5828	3,43865	5828	5,12331	5828	2,43939	5828	5,68837	5828	2,07086	5828	4,17994	5828	3,57918	5828	5,48537	5828	5,18254	5828	4,8218	5828	1,47576	
5829	1,43999	5829	5,02424	5829	1,62527	5829	3,3877	5829	5,1564	5829	2,40489	5829	5,67838	5829	2,09907	5829	4,2249	5829	3,62563	5829	5,50229	5829	5,15781	5829	4,77615	5829	1,49412	
5830	1,42926	5830	4,97401	5830	1,63299	5830	3,34086	5830	5,18441	5830	2,36911	5830	5,66398	5830	2,1284	5830	4,2717	5830	3,67755	5830	5,52482	5830	5,13516	5830	4,73157	5830	1,52358	
5831	1,41983	5831	4,92654	5831	1,64143	5831	3,29737	5831	5,21532	5831	2,33183	5831	5,64992	5831	2,16638	5831	4,31919	5831	3,72468	5831	5,54117	5831	5,10861	5831	4,68291	5831	1,54872	
5832	1,40858	5832	4,8767	5832	1,64877	5832	3,24944	5832	5,2406	5832	2,2959	5832	5,63205	5832	2,20031	5832	4,36115	5832	3,77035	5832	5,55244	5832	5,08163	5832	4,62972	5832	1,57866	
5833	1,40122	5833	4,82683	5833	1,65716	5833	3,20491	5833	5,26669	5833	2,26351	5833	5,61665	5833	2,23497	5833	4,40143	5833	3,81784	5833	5,5656	5833	5,05005	5833	4,57972	5833	1,60987	
5834	1,39699	5834	4,77365	5834	1,66617	5834	3,16011	5834	5,30065	5834	2,22724	5834	5,60174	5834	2,27237	5834	4,4382	5834	3,86353	5834	5,58063	5834	5,01512	5834	4,53247	5834	1,64123	
5835	1,38771	5835	4,72389	5835	1,67392	5835	3,119	5835	5,332	5835	2,19365	5835	5,58136	5835	2,30857	5835	4,47264	5835	3,90751	5835	5,60115	5835	4,98174	5835	4,48371	5835	1,67533	
5836	1,38223	5836	4,67283	5836	1,67781	5836	3,07221	5836	5,35823	5836	2,16555	5836	5,5597	5836	2,34606	5836	4,5144	5836	3,94919	5836	5,61322	5836	4,94496	5836	4,43583	5836	1,70427	
5837	1,37792	5837	4,62225	5837	1,68559	5837	3,03131	5837	5,38954	5837	2,13394	5837	5,54239	5837	2,38834	5837	4,55273	5837	3,99586	5837	5,62482	5837	4,91015	5837	4,38632	5837	1,73997	
5838	1,37767	5838	4,57107	5838	1,6938	5838	2,98479	5838	5,41527	5838	2,10184	5838	5,52341	5838	2,42449	5838	4,58846	5838	4,04463	5838	5,63583	5838	4,87425	5838	4,33763	5838	1,77946	
5839	1,37514	5839	4,51873	5839	1,70471	5839	2,94257	5839	5,43539	5839	2,07431	5839	5,5018	5839	2,46392	5839	4,63057	5839	4,09184	5839	5,64254	5839	4,8376	5839	4,28778	5839	1,82188	
5840	1,36714	5840	4,46877	5840	1,71452	5840	2,89971	5840	5,4552	5840	2,03964	5840	5,47459	5840	2,50816	5840	4,66805	5840	4,13831	5840	5,65187	5840	4,7958	5840	4,24032	5840	1,86227	
5841	1,35479	5841	4,41624	5841	1,72318	5841	2,85886	5841	5,4789	5841	2,01102	5841	5,45073	5841	2,55284	5841	4,70468	5841	4,18505	5841	5,65972	5841	4,75244	5841	4,19218	5841	1,90142	
5842	1,34966	5842	4,35988	5842	1,73256	5842	2,80874	5842	5,50124	5842	1,9857	5842	5,42521	5842	2,59761	5842	4,74385	5842	4,23278	5842	5,65922	5842	4,70611	5842	4,14349	5842	1,93953	
5843	1,34039	5843	4,3069	5843	1,74168	5843	2,76824	5843	5,52188	5843	1,96259	5843	5,40672	5843	2,64691	5843	4,78051	5843	4,284	5843	5,65908	5843	4,66431	5843	4,09204	5843	1,98693	
5844	1,33153	5844	4,2515	5844	1,75217	5844	2,72756	5844	5,54374	5844	1,9348	5844	5,38024	5844	2,69277	5844	4,81112	5844	4,33079	5844	5,6633	5844	4,61995	5844	4,04332	5844	2,03433	
5845	1,32441	5845	4,19775	5845	1,7603	5845	2,69062	5845	5,56063	5845	1,91334	5845	5,35949	5845	2,74075	5845	4,84962	5845	4,37826	5845	5,66927	5845	4,57229	5845	3,99619	5845	2,08343	
5846	1,32339	5846	4,14462	5846	1,77172	5846	2,65141	5846	5,57432	5846	1,88887	5846	5,3343	5846	2,78335	5846	4,89044	5846	4,42649	5846	5,67017	5846	4,52654	5846	3,94624	5846	2,13173	
5847	1,32052	5847	4,09079	5847	1,78374	5847	2,61113	5847	5,59551	5847	1,86582	5847	5,31056	5847	2,82744	5847	4,92689	5847	4,4734	5847	5,67397	5847	4,4847	5847	3,89995	5847	2,18016	
5848	1,31906	5848	4,03345	5848	1,79871	5848	2,57437	5848	5,61212	5848	1,84361	5848	5,28461	5848	2,86764	5848	4,95952	5848	4,51905	5848	5,67875	5848	4,44598	5848	3,85495	5848	2,2336	
5849	1,31569	5849	3,97938	5849	1,81483	5849	2,53356	5849	5,62767	5849	1,82643	5849	5,25469	5849	2,91005	5849	4,99412	5849	4,56043	5849	5,68078	5849	4,40572	5849	3,81117	5849	2,28719	
5850	1,31091	5850	3,92276	5850	1,83651	5850	2,49254	5850	5,64066	5850	1,80951	5850	5,22478	5850	2,95636	5850	5,02736	5850	4,60698	5850	5,68574	5850	4,36146	5850	3,76496	5850	2,3421	
5851	1,31183	5851	3,86849	5851	1,85338	5851	2,45356	5851	5,65239	5851	1,79194	5851	5,1934	5851	3,00108	5851	5,06229	5851	4,64911	5851	5,68888	5851	4,31756	5851	3,71936	5851	2,39463	
5852	1,30855	5852	3,81374	5852	1,87542	5852	2,41427	5852	5,6634	5852	1,77333	5852	5,16123	5852	3,04713	5852	5,09094	5852	4,69293	5852	5,68768	5852	4,27347	5852	3,67679	5852	2,45183	
5853	1,30966	5853	3,75335	5853	1,89764	5853	2,38	5853	5,67547	5853	1,75747	5853	5,13298	5853	3,09421	5853	5,11597	5853	4,73705	5853	5,68728	5853	4,23131	5853	3,63443	5853	2,50617	
5854	1,30976	5854	3,69701	5854	1,92337	5854	2,3426	5854	5,68451	5854	1,74223	5854	5,10352	5854	3,14113	5854	5,14516	5854	4,77768	5854	5,68896	5854	4,18978	5854	3,5856	5854	2,56082	
5855	1,31292	5855	3,64357	5855	1,95361	5855	2,30894	5855	5,69195	5855	1,72779	5855	5,07509	5855	3,18597	5855	5,17644	5855	4,82063	5855	5,69272	5855	4,14806	5855	3,53656	5855	2,61682	
5856	1,31178	5856	3,58446	5856	1,9829	5856	2,27556	5856	5,70119	5856	1,7079	5856	5,03848	5856	3,23071	5856	5,20547	5856	4,85805	5856	5,69177	5856	4,10746	5856	3,48904	5856	2,67982	
5857	1,31237	5857	3,53349	5857	2,00982	5857	2,24388	5857	5,70638	5857	1,69341	5857	5,00381	5857	3,27178	5857	5,23394	5857	4,89559	5857	5,69163	5857	4,0692	5857	3,43985	5857	2,73585	
5858	1,31791	5858	3,47626	5858	2,04274	5858	2,20459	5858	5,71381	5858	1,68206	5858	4,96862	5858	3,31387	5858	5,2611	5858	4,93739	5858	5,68804	5858	4,02496	5858	3,39161	5858	2,7926	
5859	1,32454	5859	3,41798	5859	2,07754	5859	2,17205	5859	5,71071	5859	1,67489	5859	4,92927	5859	3,35869	5859	5,28844	5859	4,97891	5859	5,68454	5859	3,98358	5859	3,34671	5859	2,85288	
5860	1,32555	5860	3,36772	5860	2,11126	5860	2,13739	5860	5,71314	5860	1,66459	5860	4,8905	5860	3,40135	5860	5,31277	5860	5,01803	5860	5,67637	5860	3,94177	5860	3,302	5860	2,91778	
5861	1,32919	5861	3,31694	5861	2,14325	5861	2,10556	5861	5,71843	5861	1,65733	5861	4,85017	5861	3,45205	5861	5,33702	5861	5,05429	5861	5,66586	5861	3,90368	5861	3,25693	5861	2,97802	
5862	1,34147	5862	3,2645	5862	2,17901	5862	2,07434	5862	5,72059	5862	1,64263	5862	4,81133	5862	3,49386	5862	5,35319	5862	5,09177	5862	5,65632	5862	3,86212	5862	3,20879	5862	3,04207	
5863	1,34773	5863	3,20792	5863	2,2076	5863	2,04408	5863	5,71923	5863	1,63694	5863	4,7722	5863	3,54093	5863	5,3762	5863	5,12394	5863	5,64342	5863	3,81846	5863	3,16674	5863	3,09793	
5864	1,35729	5864	3,15568	5864	2,23726	5864	2,01598	5864	5,7237	5864	1,62801	5864	4,7289	5864	3,58308	5864	5,39342	5864	5,15933	5864	5,63149	5864	3,77498	5864	3,12401	5864	3,15884	
5865	1,36219	5865	3,09855	5865	2,26882	5865	1,98973	5865	5,72396	5865	1,62476	5865	4,68629	5865	3,62838	5865	5,41314	5865	5,19608	5865	5,61808	5865	3,7334	5865	3,07755	5865	3,22269	
5866	1,37308	5866	3,04492	5866	2,2995	5866	1,96675	5866	5,72445	5866	1,61848	5866	4,64876	5866	3,66677	5866	5,43176	5866	5,22789	5866	5,6015	5866	3,68962	5866	3,03274	5866	3,29248	
5867	1,38092	5867	2,98935	5867	2,33695	5867	1,9385	5867	5,72473	5867	1,61127	5867	4,60878	5867	3,71402	5867	5,44885	5867	5,26042	5867	5,5867	5867	3,6463	5867	2,99176	5867	3,35509	
5868	1,39149	5868	2,93836	5868	2,37372	5868	1,91147	5868	5,73013	5868	1,60718	5868	4,56834	5868	3,76043	5868	5,46319	5868	5,29162	5868	5,57108	5868	3,59797	5868	2,94805	5868	3,41991	
