Time (s/500) - 0,0005	Newton - 0,0005	Time (s/500) - 0,005	Newton - 0,005	Time (s/500) - 0,05	Newton - 0,05	Time (s/500) - 0,5	Newton - 0,5	Time (s/500) - Plot 4	Newton - Plot 4	Time (s/500) - Plot 5	Newton - Plot 5	Time (s/500) - Plot 6	Newton - Plot 6	Time (s/500) - Plot 7	Newton - Plot 7	Time (s/500) - Plot 8	Newton - Plot 8	Time (s/500) - Plot 9	Newton - Plot 9	Time (s/500) - Plot 10	Newton - Plot 10	Time (s/500) - Plot 11	Newton - Plot 11	Time (s/500) - Plot 12	Newton - Plot 12	Time (s/500) - Plot 13	Newton - Plot 13	
2760	7,81137	2760	1,87294	2760	2,70188	2760	8,22985	2760	0,433014	2760	3,85562	2760	9,05181	2760	1,77936	2760	2,81297	2760	1,79388	2760	1,61059	2760	4,81858	2760	1,2885	2760	2,76378	
2761	7,71153	2761	1,90976	2761	2,65781	2761	8,13697	2761	0,434575	2761	3,79328	2761	9,00608	2761	1,78271	2761	2,85612	2761	1,80068	2761	1,60604	2761	4,86513	2761	1,29454	2761	2,71505	
2762	7,61383	2762	1,94125	2762	2,61994	2762	8,03176	2762	0,435733	2762	3,73102	2762	8,95903	2762	1,78928	2762	2,90022	2762	1,81396	2762	1,59726	2762	4,91219	2762	1,3008	2762	2,67372	
2763	7,51461	2763	1,97502	2763	2,57722	2763	7,92589	2763	0,435596	2763	3,67018	2763	8,91738	2763	1,8012	2763	2,94374	2763	1,82304	2763	1,59261	2763	4,95963	2763	1,31303	2763	2,63281	
2764	7,41333	2764	2,01831	2764	2,53779	2764	7,82021	2764	0,431318	2764	3,61108	2764	8,87114	2764	1,81818	2764	2,98776	2764	1,83359	2764	1,5899	2764	5,00334	2764	1,32651	2764	2,59111	
2765	7,31305	2765	2,06013	2765	2,49648	2765	7,71282	2765	0,427231	2765	3,54991	2765	8,81623	2765	1,83511	2765	3,0363	2765	1,84443	2765	1,5901	2765	5,04174	2765	1,33689	2765	2,54778	
2766	7,21003	2766	2,10534	2766	2,45337	2766	7,60661	2766	0,423431	2766	3,49056	2766	8,76607	2766	1,85075	2766	3,08273	2766	1,85776	2766	1,59305	2766	5,08348	2766	1,34793	2766	2,51168	
2767	7,10862	2767	2,14848	2767	2,41776	2767	7,50211	2767	0,415175	2767	3,43349	2767	8,71417	2767	1,86021	2767	3,12576	2767	1,86966	2767	1,59755	2767	5,12478	2767	1,35917	2767	2,48019	
2768	7,00835	2768	2,19632	2768	2,38575	2768	7,39691	2768	0,40769	2768	3,3822	2768	8,66052	2768	1,87105	2768	3,17174	2768	1,88517	2768	1,6011	2768	5,1718	2768	1,36755	2768	2,44905	
2769	6,90453	2769	2,23669	2769	2,35609	2769	7,28966	2769	0,403797	2769	3,33005	2769	8,60003	2769	1,88294	2769	3,21689	2769	1,89991	2769	1,60939	2769	5,21668	2769	1,38141	2769	2,41667	
2770	6,80076	2770	2,27877	2770	2,32668	2770	7,18442	2770	0,397073	2770	3,27387	2770	8,54611	2770	1,89859	2770	3,26155	2770	1,91126	2770	1,61612	2770	5,25885	2770	1,39832	2770	2,38745	
2771	6,69859	2771	2,32752	2771	2,29208	2771	7,08394	2771	0,392158	2771	3,22015	2771	8,48654	2771	1,91646	2771	3,30836	2771	1,92848	2771	1,6171	2771	5,29897	2771	1,41357	2771	2,36017	
2772	6,59476	2772	2,37299	2772	2,26243	2772	6,9846	2772	0,390373	2772	3,16416	2772	8,42386	2772	1,93778	2772	3,35422	2772	1,94566	2772	1,61898	2772	5,34233	2772	1,43035	2772	2,33092	
2773	6,4977	2773	2,41843	2773	2,23339	2773	6,87749	2773	0,388742	2773	3,11346	2773	8,35857	2773	1,95792	2773	3,39951	2773	1,96363	2773	1,6251	2773	5,38457	2773	1,45113	2773	2,30118	
2774	6,39984	2774	2,46609	2774	2,20517	2774	6,77136	2774	0,38204	2774	3,06279	2774	8,29024	2774	1,97819	2774	3,45216	2774	1,98263	2774	1,62699	2774	5,42668	2774	1,47056	2774	2,2757	
2775	6,2985	2775	2,5127	2775	2,17427	2775	6,67248	2775	0,37522	2775	3,00882	2775	8,22371	2775	2,00335	2775	3,49249	2775	2,00355	2775	1,63423	2775	5,46299	2775	1,49163	2775	2,247	
2776	6,19767	2776	2,55396	2776	2,14354	2776	6,57782	2776	0,370006	2776	2,95949	2776	8,1524	2776	2,02313	2776	3,53847	2776	2,02517	2776	1,63722	2776	5,49759	2776	1,51732	2776	2,21568	
2777	6,09743	2777	2,6003	2777	2,11636	2777	6,47823	2777	0,365361	2777	2,91329	2777	8,07934	2777	2,04517	2777	3,58441	2777	2,05422	2777	1,64353	2777	5,53175	2777	1,5378	2777	2,18613	
2778	5,99851	2778	2,65007	2778	2,09095	2778	6,38049	2778	0,356839	2778	2,86384	2778	8,0065	2778	2,07314	2778	3,6276	2778	2,08123	2778	1,65055	2778	5,56514	2778	1,56387	2778	2,15231	
2779	5,8967	2779	2,69866	2779	2,06783	2779	6,28341	2779	0,347308	2779	2,81332	2779	7,93516	2779	2,10315	2779	3,67799	2779	2,10768	2779	1,65731	2779	5,59615	2779	1,59267	2779	2,12423	
2780	5,79794	2780	2,74869	2780	2,04302	2780	6,18998	2780	0,343686	2780	2,76211	2780	7,85694	2780	2,13586	2780	3,73081	2780	2,1395	2780	1,66829	2780	5,62824	2780	1,61826	2780	2,10186	
2781	5,69687	2781	2,80181	2781	2,02305	2781	6,09636	2781	0,337719	2781	2,71107	2781	7,77856	2781	2,16615	2781	3,78286	2781	2,17419	2781	1,67211	2781	5,65827	2781	1,64703	2781	2,08302	
2782	5,59556	2782	2,85224	2782	1,99383	2782	6,00297	2782	0,334068	2782	2,66589	2782	7,70129	2782	2,20044	2782	3,83239	2782	2,21309	2782	1,68221	2782	5,68634	2782	1,67414	2782	2,0566	
2783	5,50077	2783	2,89895	2783	1,97173	2783	5,90706	2783	0,330464	2783	2,62062	2783	7,62099	2783	2,23317	2783	3,88381	2783	2,24547	2783	1,68787	2783	5,71558	2783	1,70636	2783	2,03716	
2784	5,40158	2784	2,95701	2784	1,95068	2784	5,8141	2784	0,331565	2784	2,57959	2784	7,53208	2784	2,26657	2784	3,93169	2784	2,28232	2784	1,69721	2784	5,74435	2784	1,73603	2784	2,01121	
2785	5,30442	2785	3,01073	2785	1,93302	2785	5,72384	2785	0,330246	2785	2,53332	2785	7,45197	2785	2,29714	2785	3,98521	2785	2,31779	2785	1,71026	2785	5,77448	2785	1,77004	2785	1,99026	
2786	5,20759	2786	3,06244	2786	1,91404	2786	5,63513	2786	0,328786	2786	2,49213	2786	7,36507	2786	2,32777	2786	4,03789	2786	2,35814	2786	1,71895	2786	5,79849	2786	1,80261	2786	1,96719	
2787	5,11326	2787	3,11694	2787	1,89311	2787	5,54475	2787	0,328152	2787	2,45124	2787	7,27875	2787	2,36382	2787	4,08699	2787	2,39966	2787	1,73218	2787	5,8259	2787	1,83716	2787	1,94625	
2788	5,02054	2788	3,17615	2788	1,87175	2788	5,45878	2788	0,330324	2788	2,40948	2788	7,19912	2788	2,4023	2788	4,14351	2788	2,44051	2788	1,74689	2788	5,8537	2788	1,87747	2788	1,92664	
2789	4,92553	2789	3,2338	2789	1,85849	2789	5,37324	2789	0,334178	2789	2,37138	2789	7,11736	2789	2,4412	2789	4,19725	2789	2,48312	2789	1,75375	2789	5,87887	2789	1,9176	2789	1,90776	
2790	4,83108	2790	3,29166	2790	1,84107	2790	5,2895	2790	0,337596	2790	2,33445	2790	7,03158	2790	2,47932	2790	4,24984	2790	2,51905	2790	1,76623	2790	5,90017	2790	1,94785	2790	1,89112	
2791	4,73852	2791	3,35126	2791	1,82365	2791	5,20636	2791	0,335197	2791	2,29941	2791	6,94573	2791	2,51673	2791	4,30194	2791	2,55958	2791	1,77518	2791	5,92232	2791	1,98561	2791	1,87556	
2792	4,64634	2792	3,41152	2792	1,80629	2792	5,12479	2792	0,340667	2792	2,26243	2792	6,86015	2792	2,55777	2792	4,35332	2792	2,60273	2792	1,78736	2792	5,94108	2792	2,02908	2792	1,86046	
2793	4,55391	2793	3,47265	2793	1,79226	2793	5,04502	2793	0,347121	2793	2,22671	2793	6,77761	2793	2,59628	2793	4,40608	2793	2,64444	2793	1,80193	2793	5,96355	2793	2,07361	2793	1,84167	
2794	4,46658	2794	3,53058	2794	1,77826	2794	4,97141	2794	0,348859	2794	2,1941	2794	6,69448	2794	2,6388	2794	4,4566	2794	2,68471	2794	1,81449	2794	5,98615	2794	2,11527	2794	1,82902	
2795	4,38026	2795	3,5898	2795	1,76424	2795	4,89495	2795	0,34681	2795	2,1637	2795	6,60389	2795	2,67904	2795	4,51072	2795	2,72455	2795	1,82569	2795	6,01066	2795	2,16387	2795	1,81689	
2796	4,29745	2796	3,65254	2796	1,74894	2796	4,82012	2796	0,344825	2796	2,13432	2796	6,5192	2796	2,72214	2796	4,56136	2796	2,7639	2796	1,83667	2796	6,03218	2796	2,21389	2796	1,80202	
2797	4,21145	2797	3,71566	2797	1,73496	2797	4,74293	2797	0,350128	2797	2,10532	2797	6,43016	2797	2,76355	2797	4,61197	2797	2,80486	2797	1,85199	2797	6,05025	2797	2,26483	2797	1,79066	
2798	4,12937	2798	3,77306	2798	1,72163	2798	4,67473	2798	0,369656	2798	2,08039	2798	6,34261	2798	2,80803	2798	4,65895	2798	2,84552	2798	1,8698	2798	6,06833	2798	2,31497	2798	1,77962	
2799	4,04482	2799	3,83587	2799	1,70815	2799	4,60905	2799	0,39889	2799	2,05484	2799	6,25116	2799	2,85367	2799	4,71583	2799	2,88977	2799	1,88494	2799	6,08073	2799	2,36847	2799	1,76877	
2800	3,96344	2800	3,89846	2800	1,69544	2800	4,54296	2800	0,439454	2800	2,02341	2800	6,16698	2800	2,90433	2800	4,76614	2800	2,93244	2800	1,90308	2800	6,09098	2800	2,4213	2800	1,76581	
2801	3,88212	2801	3,95747	2801	1,68736	2801	4,4802	2801	0,492379	2801	1,99755	2801	6,0815	2801	2,94832	2801	4,81545	2801	2,97602	2801	1,92574	2801	6,10522	2801	2,47703	2801	1,75897	
2802	3,80577	2802	4,01824	2802	1,6765	2802	4,41074	2802	0,553713	2802	1,97741	2802	5,9974	2802	2,99934	2802	4,86891	2802	3,02246	2802	1,94493	2802	6,11255	2802	2,53206	2802	1,75504	
2803	3,73179	2803	4,08236	2803	1,66687	2803	4,35108	2803	0,621618	2803	1,95474	2803	5,91457	2803	3,05474	2803	4,92	2803	3,0659	2803	1,96476	2803	6,11991	2803	2,59048	2803	1,74568	
2804	3,65666	2804	4,14322	2804	1,65875	2804	4,29121	2804	0,70028	2804	1,93128	2804	5,82865	2804	3,10523	2804	4,97079	2804	3,11578	2804	1,9876	2804	6,1224	2804	2,64684	2804	1,74269	
2805	3,58743	2805	4,20382	2805	1,65495	2805	4,23241	2805	0,786216	2805	1,90642	2805	5,74406	2805	3,15469	2805	5,02272	2805	3,16289	2805	2,00979	2805	6,12704	2805	2,70489	2805	1,73831	
2806	3,51688	2806	4,26953	2806	1,65183	2806	4,17515	2806	0,882757	2806	1,88323	2806	5,66994	2806	3,20517	2806	5,07101	2806	3,20858	2806	2,03305	2806	6,13513	2806	2,76644	2806	1,73608	
2807	3,4499	2807	4,3314	2807	1,64782	2807	4,11522	2807	0,989755	2807	1,86319	2807	5,5957	2807	3,25714	2807	5,11849	2807	3,25509	2807	2,05835	2807	6,14451	2807	2,82846	2807	1,73534	
2808	3,38047	2808	4,39402	2808	1,645	2808	4,05567	2808	1,10768	2808	1,84508	2808	5,5224	2808	3,3148	2808	5,16689	2808	3,30847	2808	2,08393	2808	6,14979	2808	2,88959	2808	1,73348	
2809	3,31562	2809	4,45768	2809	1,63924	2809	4,00042	2809	1,23496	2809	1,81913	2809	5,45114	2809	3,3709	2809	5,21157	2809	3,35398	2809	2,11134	2809	6,14774	2809	2,95505	2809	1,72766	
2810	3,2532	2810	4,5228	2810	1,63661	2810	3,94666	2810	1,36604	2810	1,80036	2810	5,38212	2810	3,42493	2810	5,25837	2810	3,40311	2810	2,13738	2810	6,15022	2810	3,01908	2810	1,72525	
2811	3,18975	2811	4,58846	2811	1,63134	2811	3,89225	2811	1,50871	2811	1,78746	2811	5,30843	2811	3,48179	2811	5,30371	2811	3,45424	2811	2,16723	2811	6,14891	2811	3,08491	2811	1,72358	
2812	3,1298	2812	4,65089	2812	1,63121	2812	3,83599	2812	1,65685	2812	1,77406	2812	5,23742	2812	3,53673	2812	5,34881	2812	3,50247	2812	2,20314	2812	6,14932	2812	3,14774	2812	1,7199	
2813	3,07147	2813	4,71574	2813	1,62747	2813	3,77988	2813	1,81419	2813	1,76302	2813	5,16846	2813	3,59277	2813	5,39708	2813	3,55447	2813	2,2359	2813	6,14864	2813	3,2134	2813	1,71515	
2814	3,01281	2814	4,78269	2814	1,62449	2814	3,73273	2814	1,97946	2814	1,74866	2814	5,09994	2814	3,65035	2814	5,44436	2814	3,60759	2814	2,26698	2814	6,14417	2814	3,28095	2814	1,71284	
2815	2,95275	2815	4,8442	2815	1,62589	2815	3,6853	2815	2,15095	2815	1,73737	2815	5,02698	2815	3,70697	2815	5,48464	2815	3,65553	2815	2,30374	2815	6,14051	2815	3,34799	2815	1,70758	
2816	2,89649	2816	4,90858	2816	1,6269	2816	3,63427	2816	2,33375	2816	1,72853	2816	4,95916	2816	3,76623	2816	5,52869	2816	3,70552	2816	2,34366	2816	6,14072	2816	3,41145	2816	1,70893	
2817	2,84063	2817	4,97737	2817	1,6273	2817	3,58014	2817	2,52321	2817	1,71981	2817	4,88984	2817	3,8258	2817	5,57155	2817	3,75688	2817	2,38654	2817	6,13916	2817	3,47829	2817	1,70842	
2818	2,78667	2818	5,04024	2818	1,62683	2818	3,5319	2818	2,71716	2818	1,71141	2818	4,82073	2818	3,88658	2818	5,61416	2818	3,80731	2818	2,42855	2818	6,14222	2818	3,55181	2818	1,70933	
2819	2,73349	2819	5,10028	2819	1,62879	2819	3,48024	2819	2,91299	2819	1,71105	2819	4,75431	2819	3,94525	2819	5,65196	2819	3,86192	2819	2,4739	2819	6,14226	2819	3,61988	2819	1,71374	
2820	2,68082	2820	5,16213	2820	1,63162	2820	3,43057	2820	3,11793	2820	1,70559	2820	4,68919	2820	4,00425	2820	5,68337	2820	3,91468	2820	2,5149	2820	6,13808	2820	3,68908	2820	1,71758	
2821	2,62794	2821	5,21962	2821	1,63213	2821	3,38237	2821	3,327	2821	1,70319	2821	4,62866	2821	4,05962	2821	5,71633	2821	3,96611	2821	2,55379	2821	6,1379	2821	3,76085	2821	1,71938	
2822	2,58076	2822	5,27583	2822	1,63248	2822	3,32893	2822	3,53685	2822	1,70225	2822	4,56182	2822	4,11661	2822	5,74489	2822	4,018	2822	2,60149	2822	6,13722	2822	3,83354	2822	1,71734	
2823	2,53418	2823	5,33291	2823	1,63611	2823	3,2778	2823	3,75237	2823	1,69612	2823	4,49738	2823	4,16764	2823	5,77641	2823	4,06805	2823	2,64604	2823	6,13241	2823	3,90916	2823	1,72095	
2824	2,49084	2824	5,39353	2824	1,64207	2824	3,22929	2824	3,97297	2824	1,69785	2824	4,43669	2824	4,22609	2824	5,80898	2824	4,11916	2824	2,69155	2824	6,12652	2824	3,98529	2824	1,72305	
2825	2,45107	2825	5,44414	2825	1,64191	2825	3,18079	2825	4,1929	2825	1,69362	2825	4,37779	2825	4,28061	2825	5,83981	2825	4,17096	2825	2,74232	2825	6,11956	2825	4,06464	2825	1,73	
2826	2,40731	2826	5,49901	2826	1,64844	2826	3,13903	2826	4,41778	2826	1,69391	2826	4,31158	2826	4,34057	2826	5,86907	2826	4,22602	2826	2,7892	2826	6,10896	2826	4,14023	2826	1,73072	
2827	2,36754	2827	5,55492	2827	1,6535	2827	3,09728	2827	4,6418	2827	1,69064	2827	4,25409	2827	4,3988	2827	5,89407	2827	4,28003	2827	2,83753	2827	6,10021	2827	4,22008	2827	1,73312	
2828	2,32814	2828	5,60522	2828	1,66071	2828	3,05513	2828	4,87097	2828	1,69118	2828	4,20062	2828	4,45187	2828	5,92318	2828	4,33176	2828	2,8901	2828	6,09017	2828	4,29616	2828	1,73808	
2829	2,28764	2829	5,65236	2829	1,66573	2829	3,00977	2829	5,10264	2829	1,69301	2829	4,14294	2829	4,5062	2829	5,94501	2829	4,38475	2829	2,9375	2829	6,07738	2829	4,36798	2829	1,74113	
2830	2,2545	2830	5,70222	2830	1,67443	2830	2,96563	2830	5,33514	2830	1,69331	2830	4,07816	2830	4,56282	2830	5,9652	2830	4,43216	2830	2,98985	2830	6,06682	2830	4,44249	2830	1,7453	
2831	2,21841	2831	5,75673	2831	1,68292	2831	2,92584	2831	5,56895	2831	1,69453	2831	4,01911	2831	4,61319	2831	5,97992	2831	4,48364	2831	3,04273	2831	6,05586	2831	4,5212	2831	1,75106	
2832	2,18442	2832	5,80614	2832	1,69975	2832	2,88611	2832	5,80775	2832	1,69708	2832	3,95951	2832	4,66539	2832	6,00053	2832	4,53619	2832	3,09564	2832	6,04205	2832	4,59741	2832	1,75703	
2833	2,15017	2833	5,85472	2833	1,71499	2833	2,84586	2833	6,04193	2833	1,6978	2833	3,90153	2833	4,71848	2833	6,02395	2833	4,58547	2833	3,1438	2833	6,0272	2833	4,67161	2833	1,76673	
2834	2,11721	2834	5,90283	2834	1,72766	2834	2,80723	2834	6,2782	2834	1,69977	2834	3,84804	2834	4,77335	2834	6,04095	2834	4,63843	2834	3,19791	2834	6,01469	2834	4,7405	2834	1,77913	
2835	2,08349	2835	5,94934	2835	1,74149	2835	2,76446	2835	6,515	2835	1,70206	2835	3,79102	2835	4,82725	2835	6,06035	2835	4,68916	2835	3,25361	2835	5,99782	2835	4,81092	2835	1,78427	
2836	2,05308	2836	5,991	2836	1,75509	2836	2,72654	2836	6,74979	2836	1,70318	2836	3,73536	2836	4,88618	2836	6,07679	2836	4,73704	2836	3,31263	2836	5,9785	2836	4,8803	2836	1,79112	
2837	2,02241	2837	6,03352	2837	1,77414	2837	2,68313	2837	6,98717	2837	1,69964	2837	3,67679	2837	4,93875	2837	6,08936	2837	4,78583	2837	3,36658	2837	5,96109	2837	4,94998	2837	1,79791	
2838	1,99617	2838	6,07383	2838	1,79277	2838	2,6436	2838	7,21843	2838	1,70133	2838	3,62427	2838	4,99145	2838	6,10037	2838	4,83754	2838	3,42234	2838	5,94051	2838	5,01723	2838	1,80772	
2839	1,96869	2839	6,11451	2839	1,8083	2839	2,60408	2839	7,43311	2839	1,70013	2839	3,57082	2839	5,04653	2839	6,1136	2839	4,88691	2839	3,4754	2839	5,92158	2839	5,084	2839	1,81554	
2840	1,94023	2840	6,14713	2840	1,82762	2840	2,56714	2840	7,64009	2840	1,70246	2840	3,52273	2840	5,10452	2840	6,11711	2840	4,93529	2840	3,53263	2840	5,90504	2840	5,14623	2840	1,82531	
2841	1,91106	2841	6,18542	2841	1,84523	2841	2,53438	2841	7,83446	2841	1,70706	2841	3,46777	2841	5,15141	2841	6,1208	2841	4,98304	2841	3,58886	2841	5,88502	2841	5,20781	2841	1,83359	
2842	1,88485	2842	6,22202	2842	1,86127	2842	2,49852	2842	8,01103	2842	1,71192	2842	3,41969	2842	5,2035	2842	6,12799	2842	5,02944	2842	3,64025	2842	5,86464	2842	5,2703	2842	1,84686	
2843	1,86317	2843	6,25349	2843	1,87997	2843	2,46694	2843	8,1754	2843	1,71608	2843	3,37436	2843	5,256	2843	6,12558	2843	5,08098	2843	3,69539	2843	5,84877	2843	5,33823	2843	1,85606	
2844	1,8373	2844	6,28543	2844	1,89626	2844	2,42959	2844	8,33395	2844	1,72097	2844	3,32732	2844	5,30015	2844	6,12825	2844	5,1323	2844	3,75242	2844	5,82936	2844	5,40409	2844	1,86808	
2845	1,81283	2845	6,31373	2845	1,91751	2845	2,39643	2845	8,47514	2845	1,72867	2845	3,28208	2845	5,34636	2845	6,12845	2845	5,18155	2845	3,80816	2845	5,80991	2845	5,46507	2845	1,87945	
2846	1,78742	2846	6,3366	2846	1,93856	2846	2,36433	2846	8,60971	2846	1,73427	2846	3,23908	2846	5,39019	2846	6,12796	2846	5,22918	2846	3,86588	2846	5,78849	2846	5,52776	2846	1,89222	
2847	1,76301	2847	6,3561	2847	1,96037	2847	2,32808	2847	8,73758	2847	1,74165	2847	3,1891	2847	5,43449	2847	6,12764	2847	5,27957	2847	3,92252	2847	5,76695	2847	5,58827	2847	1,90717	
2848	1,73995	2848	6,37582	2848	1,9827	2848	2,30118	2848	8,85155	2848	1,74902	2848	3,14076	2848	5,47898	2848	6,12857	2848	5,3289	2848	3,97836	2848	5,73618	2848	5,64794	2848	1,91781	
2849	1,72025	2849	6,3966	2849	2,00426	2849	2,26835	2849	8,95345	2849	1,75624	2849	3,09316	2849	5,52102	2849	6,12772	2849	5,37393	2849	4,03283	2849	5,71245	2849	5,70319	2849	1,93546	
2850	1,69824	2850	6,41092	2850	2,03394	2850	2,23773	2850	9,04612	2850	1,76832	2850	3,04646	2850	5,56471	2850	6,12584	2850	5,42367	2850	4,08963	2850	5,69261	2850	5,75832	2850	1,95386	
2851	1,67675	2851	6,42699	2851	2,05293	2851	2,20728	2851	9,1357	2851	1,77719	2851	3,00101	2851	5,60856	2851	6,12076	2851	5,46389	2851	4,14595	2851	5,6644	2851	5,81151	2851	1,97261	
2852	1,65932	2852	6,44391	2852	2,08195	2852	2,18229	2852	9,21685	2852	1,78369	2852	2,95562	2852	5,64891	2852	6,12093	2852	5,50646	2852	4,202	2852	5,64002	2852	5,8621	2852	1,99084	
2853	1,6413	2853	6,45488	2853	2,11411	2853	2,15692	2853	9,28634	2853	1,79195	2853	2,91242	2853	5,68614	2853	6,11689	2853	5,55093	2853	4,25679	2853	5,61501	2853	5,91347	2853	2,01029	
2854	1,62496	2854	6,46173	2854	2,14661	2854	2,12966	2854	9,34796	2854	1,80189	2854	2,86894	2854	5,72237	2854	6,11356	2854	5,59352	2854	4,31821	2854	5,58518	2854	5,95997	2854	2,03016	
2855	1,60978	2855	6,46694	2855	2,17929	2855	2,09957	2855	9,39811	2855	1,81728	2855	2,82612	2855	5,75593	2855	6,10444	2855	5,63128	2855	4,37542	2855	5,55792	2855	6,00636	2855	2,05318	
2856	1,59688	2856	6,46888	2856	2,20859	2856	2,0717	2856	9,44439	2856	1,82865	2856	2,79189	2856	5,79134	2856	6,09731	2856	5,6744	2856	4,42915	2856	5,52874	2856	6,05009	2856	2,07905	
2857	1,58241	2857	6,47307	2857	2,2451	2857	2,04904	2857	9,48167	2857	1,84168	2857	2,75283	2857	5,82306	2857	6,09363	2857	5,71331	2857	4,47747	2857	5,49833	2857	6,09458	2857	2,10532	
2858	1,57557	2858	6,47367	2858	2,28045	2858	2,02301	2858	9,51362	2858	1,85581	2858	2,71221	2858	5,8525	2858	6,08482	2858	5,75162	2858	4,52678	2858	5,46531	2858	6,13202	2858	2,12788	
2859	1,56251	2859	6,47181	2859	2,31618	2859	1,99669	2859	9,53737	2859	1,87078	2859	2,67557	2859	5,88265	2859	6,07598	2859	5,78726	2859	4,57625	2859	5,42348	2859	6,16923	2859	2,1572	
2860	1,55371	2860	6,47313	2860	2,35568	2860	1,97672	2860	9,56063	2860	1,87541	2860	2,63369	2860	5,9104	2860	6,06937	2860	5,82253	2860	4,62114	2860	5,38236	2860	6,20332	2860	2,18669	
2861	1,54592	2861	6,46807	2861	2,39229	2861	1,95601	2861	9,57182	2861	1,88521	2861	2,59031	2861	5,93978	2861	6,06277	2861	5,85476	2861	4,67328	2861	5,34418	2861	6,23937	2861	2,21026	
2862	1,54012	2862	6,46829	2862	2,43157	2862	1,93389	2862	9,5784	2862	1,89469	2862	2,5476	2862	5,96767	2862	6,05219	2862	5,87908	2862	4,72192	2862	5,30424	2862	6,27406	2862	2,23424	
2863	1,5351	2863	6,46578	2863	2,46928	2863	1,91714	2863	9,57979	2863	1,90315	2863	2,51369	2863	5,99435	2863	6,0426	2863	5,90262	2863	4,77025	2863	5,25612	2863	6,30789	2863	2,26291	
2864	1,53076	2864	6,45785	2864	2,51145	2864	1,89623	2864	9,57819	2864	1,91982	2864	2,4784	2864	6,02393	2864	6,02978	2864	5,92533	2864	4,81723	2864	5,21219	2864	6,33293	2864	2,29016	
2865	1,52364	2865	6,45424	2865	2,54957	2865	1,87913	2865	9,56919	2865	1,92943	2865	2,44293	2865	6,0494	2865	6,01603	2865	5,95063	2865	4,86904	2865	5,16792	2865	6,35576	2865	2,32008	
2866	1,5183	2866	6,45349	2866	2,59135	2866	1,86316	2866	9,55395	2866	1,95087	2866	2,40914	2866	6,07245	2866	6,00205	2866	5,97506	2866	4,91537	2866	5,12536	2866	6,38254	2866	2,34885	
2867	1,51664	2867	6,44899	2867	2,63156	2867	1,84637	2867	9,53288	2867	1,96985	2867	2,37733	2867	6,096	2867	5,98426	2867	5,99436	2867	4,96207	2867	5,08209	2867	6,40286	2867	2,38221	
2868	1,51325	2868	6,44359	2868	2,6753	2868	1,8305	2868	9,51278	2868	1,9872	2868	2,34533	2868	6,11768	2868	5,9666	2868	6,01528	2868	5,00698	2868	5,04021	2868	6,42272	2868	2,41705	
2869	1,50807	2869	6,44142	2869	2,71729	2869	1,8121	2869	9,48332	2869	2,00682	2869	2,31155	2869	6,14301	2869	5,95201	2869	6,03511	2869	5,0485	2869	4,99317	2869	6,44083	2869	2,45024	
2870	1,50901	2870	6,43608	2870	2,76566	2870	1,79714	2870	9,44426	2870	2,02804	2870	2,28239	2870	6,16141	2870	5,93634	2870	6,05563	2870	5,09412	2870	4,94552	2870	6,45727	2870	2,48662	
2871	1,50837	2871	6,42711	2871	2,81551	2871	1,78274	2871	9,40541	2871	2,04748	2871	2,25575	2871	6,17777	2871	5,92294	2871	6,08072	2871	5,13809	2871	4,89547	2871	6,46913	2871	2,52134	
2872	1,50868	2872	6,41344	2872	2,86324	2872	1,76692	2872	9,36256	2872	2,06886	2872	2,22677	2872	6,20114	2872	5,9133	2872	6,10427	2872	5,181	2872	4,84614	2872	6,48279	2872	2,55962	
2873	1,5097	2873	6,40079	2873	2,90534	2873	1,75571	2873	9,31833	2873	2,0876	2873	2,20072	2873	6,22071	2873	5,894	2873	6,12112	2873	5,22409	2873	4,79644	2873	6,49077	2873	2,59708	
2874	1,50997	2874	6,38391	2874	2,94982	2874	1,747	2874	9,27395	2874	2,11196	2874	2,17499	2874	6,23734	2874	5,87616	2874	6,13823	2874	5,26901	2874	4,75033	2874	6,49594	2874	2,63471	
2875	1,51184	2875	6,36817	2875	3,00031	2875	1,73711	2875	9,22531	2875	2,1355	2875	2,14704	2875	6,2475	2875	5,85647	2875	6,14914	2875	5,31424	2875	4,69766	2875	6,50202	2875	2,67366	
2876	1,51972	2876	6,35074	2876	3,05187	2876	1,73038	2876	9,17777	2876	2,16254	2876	2,11851	2876	6,25269	2876	5,83878	2876	6,16109	2876	5,35635	2876	4,64221	2876	6,51007	2876	2,71752	
2877	1,52103	2877	6,33911	2877	3,10532	2877	1,7208	2877	9,13027	2877	2,18908	2877	2,09556	2877	6,25584	2877	5,81839	2877	6,17418	2877	5,39616	2877	4,58869	2877	6,51134	2877	2,75696	
2878	1,5226	2878	6,32302	2878	3,15439	2878	1,72226	2878	9,07904	2878	2,21905	2878	2,07406	2878	6,26251	2878	5,79616	2878	6,18276	2878	5,43551	2878	4,53408	2878	6,51652	2878	2,80393	
2879	1,52313	2879	6,30676	2879	3,20517	2879	1,71944	2879	9,02491	2879	2,24571	2879	2,05111	2879	6,27165	2879	5,77896	2879	6,18724	2879	5,47478	2879	4,48186	2879	6,5178	2879	2,84989	
2880	1,5266	2880	6,28772	2880	3,25732	2880	1,71483	2880	8,96775	2880	2,27994	2880	2,02869	2880	6,27357	2880	5,75524	2880	6,19167	2880	5,51491	2880	4,4281	2880	6,52137	2880	2,89934	
